LTE,262,1,21009,27229696,0,11.560558,48.160005,1000,3,1,1373904201,1572500999,0
LTE,262,1,21009,26515968,0,11.568212,48.163243,1000,3,1,1373904201,1580220554,0
LTE,262,1,21009,26515969,0,11.56033,48.160799,1000,4,1,1373904202,1572501038,0
LTE,262,1,21009,27229697,0,11.55789,48.157889,1000,7,1,1373904202,1580114862,0
LTE,262,1,21009,26510849,0,11.574731,48.160015,1000,3,1,1373904202,1554265160,0
LTE,262,1,21009,26515458,0,11.574395,48.162596,1000,3,1,1373904202,1554265142,0
LTE,262,1,21009,26517250,0,11.574886,48.143636,2524,3,1,1373904202,1583343156,0
LTE,262,1,21009,26517248,0,11.587381,48.138001,1505,2,1,1373904202,1583343143,0
LTE,262,1,21009,25988098,0,11.580576,48.148931,1000,13,1,1373904202,1553961932,0
LTE,262,1,21009,26511106,0,11.564895,48.1488,1000,3,1,1373870421,1583344763,0
LTE,262,1,21009,26517249,0,11.564695,48.148554,1000,2,1,1373904202,1583344778,0
LTE,262,1,21009,25988864,0,11.563962,48.148223,1000,3,1,1373904202,1556378780,0
LTE,262,1,21009,25986306,0,11.566966,48.139324,1000,8,1,1373904203,1582855882,0
LTE,262,1,21009,26514688,0,11.569032,48.136553,1000,2,1,1373904203,1516383845,0
LTE,262,1,21009,25985282,0,11.572325,48.137612,1000,4,1,1373904203,1553960693,0
LTE,262,1,21009,25985281,0,11.572229,48.136573,1000,7,1,1373904203,1554209447,0
LTE,262,1,21009,27376385,0,11.570841,48.160813,1000,2,1,1373918322,1518687899,0
LTE,262,1,21009,27229698,0,11.554652,48.161439,1000,8,1,1374182866,1580220333,0
LTE,262,1,21010,25987328,0,11.578873,48.180256,1000,2,1,1374140439,1555177404,0
LTE,262,1,21010,25987073,0,11.574169,48.189017,1997,6,1,1374182866,1584942147,0
LTE,262,1,21009,25987842,0,11.582298,48.159548,1000,2,1,1374779117,1581421528,0
LTE,262,1,21009,25987840,0,11.585115,48.158336,1000,7,1,1374779117,1581421828,0
LTE,262,1,21009,26504193,0,11.585583,48.158373,2338,18,1,1374779117,1581472680,0
LTE,262,1,21009,27099904,0,11.550153,48.159713,1000,3,1,1374779118,1580220306,0
LTE,262,1,21010,26733058,0,11.582243,48.178657,1086,15,1,1374779130,1585564627,0
LTE,262,1,21010,26513920,0,11.597536,48.169175,1000,25,1,1374779130,1585564792,0
LTE,262,1,21011,26471682,0,11.617953,48.151488,1000,4,1,1374779130,1585565208,0
LTE,262,1,21009,25988097,0,11.5786,48.145276,1014,9,1,1374779130,1553949480,0
LTE,262,1,21009,26511616,0,11.583027,48.15381,1000,3,1,1374734141,1553948927,0
LTE,262,1,21009,26530306,0,11.583979,48.155921,1000,3,1,1374779130,1553962785,0
LTE,262,1,21009,25987841,0,11.585331,48.156056,1000,4,1,1374779130,1553962887,0
LTE,262,1,21009,26504706,0,11.529537,48.148315,2385,20,1,1375090657,1577445983,0
LTE,262,1,21009,26526722,0,11.548775,48.15699,1000,2,1,1375721411,1583344580,0
LTE,262,1,21009,27382784,0,11.546848,48.158211,1000,2,1,1375721411,1525248584,0
LTE,262,1,21009,27382785,0,11.539224,48.155159,1000,2,1,1375721411,1526634259,0
LTE,262,1,21009,26517506,0,11.535887,48.151732,1000,3,1,1375721411,1503142738,0
LTE,262,1,21009,26504704,0,11.526644,48.148522,1000,26,1,1375721411,1563052543,0
LTE,262,1,21009,26504705,0,11.524662,48.14766,3248,14,1,1375721411,1574497976,0
LTE,262,1,21009,26509568,0,11.53544,48.138258,1923,12,1,1375721411,1563257920,0
LTE,262,1,21009,26517504,0,11.536857,48.15045,1000,34,1,1375721447,1563256381,0
LTE,262,1,21010,27273728,0,11.56593,48.172091,1000,3,1,1375721447,1580114436,0
LTE,262,1,21010,27273729,0,11.561637,48.168776,1000,8,1,1375721447,1580220538,0
LTE,262,1,21009,27184130,0,11.573571,48.138059,1000,6,1,1375721455,1553523034,0
LTE,262,1,21009,25985280,0,11.577176,48.139431,1000,2,1,1375721455,1553950332,0
LTE,262,1,21009,25986305,0,11.565243,48.138701,1000,4,1,1375431666,1582855878,0
LTE,262,1,21009,26510850,0,11.572695,48.167563,1000,5,1,1375721456,1580220593,0
LTE,262,1,21010,27164929,0,11.579444,48.178401,2534,6,1,1375721456,1585566034,0
LTE,262,1,21010,27273730,0,11.559691,48.175425,1000,3,1,1375721456,1521634240,0
LTE,262,1,21010,25987585,0,11.557735,48.176114,1369,17,1,1375721456,1584941853,0
LTE,262,1,21010,27273472,0,11.554961,48.175937,1000,7,1,1375721456,1509899422,0
LTE,262,1,21009,26526466,0,11.578726,48.171216,1000,3,1,1375588291,1574237920,0
LTE,262,1,21010,28072962,0,11.585739,48.170142,1000,6,1,1375721458,1574512092,0
LTE,262,1,21010,27273474,0,11.544829,48.175913,1000,4,1,1376315831,1513603391,0
LTE,262,1,21010,26514176,0,11.545078,48.176199,2244,81,1,1376315831,1584941782,0
LTE,262,1,21010,26509824,0,11.532556,48.179522,1028,2,1,1375962389,1583498309,0
LTE,262,2,48031,21671938,0,11.580685,48.137069,1000,5,1,1376989834,1552468256,0
LTE,262,2,48031,21671939,0,11.575732,48.134965,1000,3,1,1377019640,1505331892,0
LTE,262,2,48031,20659201,0,11.579762,48.135836,1000,2,1,1377069081,1541152317,0
LTE,262,1,21009,26508801,0,11.5204,48.136343,1000,4,1,1381600720,1563380393,0
LTE,262,1,21009,26467586,0,11.547068,48.139023,1000,2,1,1381600722,1517384692,0
LTE,262,1,21009,26514946,0,11.559477,48.133713,1000,4,1,1381600722,1525777061,0
LTE,262,1,21009,26467584,0,11.552968,48.138981,1000,2,1,1381600722,1514896373,0
LTE,262,1,21009,25988865,0,11.561956,48.142815,1000,2,1,1381600722,1556382684,0
LTE,262,1,21009,26516736,0,11.55809,48.145683,1000,3,1,1381600722,1509901821,0
LTE,262,1,21009,26517505,0,11.53731,48.149295,4191,45,1,1381600802,1563357410,0
LTE,262,1,21009,26508802,0,11.515348,48.143413,3095,16,1,1381600841,1574497961,0
LTE,262,1,21009,26508800,0,11.523063,48.140853,1000,17,1,1381600841,1563257980,0
LTE,262,1,21009,26509569,0,11.524573,48.1394,4813,20,1,1381600841,1569481158,0
LTE,262,1,21009,26509570,0,11.525478,48.142266,4810,12,1,1381600841,1582856877,0
LTE,262,1,21009,26520577,0,11.532806,48.144733,5308,41,1,1381600841,1563256086,0
LTE,262,1,21009,26520576,0,11.536965,48.147246,4385,40,1,1381600841,1563256151,0
LTE,262,1,21009,26469888,0,11.567662,48.140712,1000,3,1,1381600841,1505903598,0
LTE,262,1,21009,27382786,0,11.538358,48.156989,3514,31,1,1381600891,1563362004,0
LTE,262,1,21010,26514177,0,11.538979,48.169557,2721,76,1,1381600891,1563357624,0
LTE,262,1,21009,26521089,0,11.537785,48.160496,3296,119,1,1381600891,1563362160,0
LTE,262,1,21009,26521090,0,11.537818,48.167272,2900,83,1,1381600891,1563357588,0
LTE,262,1,21009,26504192,0,11.593373,48.160475,1000,3,1,1379555550,1563523036,0
LTE,262,1,21009,25985536,0,11.592347,48.14881,1000,2,1,1381600892,1581714569,0
LTE,262,1,21010,26510080,0,11.596931,48.174439,2230,80,1,1381600894,1585564739,0
LTE,262,1,21009,26516482,0,11.558488,48.149994,1000,11,1,1382349468,1583344706,0
LTE,262,1,21009,26516481,0,11.555479,48.146219,1000,8,1,1382349468,1572267110,0
LTE,262,1,21009,26516737,0,11.538347,48.142532,7069,7,1,1382349468,1579835523,0
LTE,262,1,21009,26523904,0,11.551425,48.148804,1000,5,1,1382349468,1572266802,0
LTE,262,1,21010,27037442,0,11.57956,48.188683,1825,2,1,1374751259,1555177631,0
LTE,262,2,48030,21158914,0,11.523071,48.191642,3164,5,1,1383142074,1521292820,0
LTE,262,2,48032,20668674,0,11.544431,48.238011,1591,2,1,1390295207,1532211101,0
LTE,262,2,48023,21060098,0,11.732369,48.091713,1808,28,1,1392786996,1581652889,0
LTE,262,2,48023,21895425,0,11.732766,48.087584,1000,3,1,1392786996,1581652883,0
LTE,262,2,48023,21895427,0,11.712802,48.070196,1770,4,1,1392786996,1581652759,0
LTE,262,2,48022,21636099,0,11.648927,48.050121,1503,2,1,1392846525,1392859280,0
LTE,262,2,48030,21238273,0,11.520296,48.20415,4531,3,1,1392961249,1511730288,0
LTE,262,2,48030,21158913,0,11.543879,48.23025,1000,2,1,1393400572,1532211242,0
LTE,262,1,21010,27154690,0,11.525719,48.173564,1000,7,1,1395244509,1516711334,0
LTE,262,1,21010,27057921,0,11.53004,48.201489,3082,4,1,1395244938,1574497653,0
LTE,262,2,48022,20782595,0,11.530494,48.047384,1859,26,1,1459795445,1520860639,0
LTE,262,1,21011,27326722,0,11.682536,48.119114,1000,51,1,1405209968,1569480446,0
LTE,262,1,21009,27128832,0,11.594381,48.144859,1000,3,1,1405423216,1517386305,0
LTE,262,1,21009,25988353,0,11.575327,48.142901,1114,2,1,1405415842,1583345188,0
LTE,262,1,21009,26520578,0,11.531064,48.148922,1000,3,1,1405439035,1505314864,0
LTE,262,1,21009,31358976,0,11.580295,48.144926,1332,4,1,1405593356,1583345067,0
LTE,262,1,21009,26515712,0,11.588545,48.142563,1000,2,1,1405593356,1517385728,0
LTE,262,1,21009,27128833,0,11.586009,48.143793,1774,5,1,1405593356,1583345125,0
LTE,262,1,21009,25988354,0,11.576197,48.145293,1034,2,1,1405593356,1583345163,0
LTE,262,1,21010,27051264,0,11.60367,48.180228,1000,21,1,1405712640,1516707504,0
LTE,262,1,21010,26522369,0,11.606022,48.185203,9041,109,1,1405712640,1580221017,0
LTE,262,1,21009,26516225,0,11.558676,48.139691,1293,5,1,1405778650,1582855990,0
LTE,262,1,21009,30404097,0,11.562143,48.136109,1000,2,1,1406102321,1406102321,0
LTE,262,1,21009,30404098,0,11.557943,48.138675,1000,4,1,1406122153,1574516784,0
LTE,262,1,21009,26516226,0,11.561478,48.141031,3553,15,1,1406122153,1582855972,0
LTE,262,1,21009,30350593,0,11.544293,48.144654,4175,10,1,1408128825,1563033803,0
LTE,262,1,21009,27376641,0,11.543203,48.144901,1000,3,1,1408108974,1563369809,0
LTE,262,1,21010,27148034,0,11.537293,48.217505,1223,3,1,1408825019,1574497568,0
LTE,262,1,17355,5932448,0,11.485294,48.163801,1000,2,1,1409071803,1574497837,0
LTE,262,1,21011,26504448,0,11.642384,48.137717,2022,136,1,1410504567,1583143742,0
LTE,262,1,21011,31268865,0,11.646473,48.182865,7227,79,1,1410504567,1583144210,0
LTE,262,1,21011,27026688,0,11.673575,48.121383,677,140,1,1410605766,1508849482,0
LTE,262,1,21009,26504194,0,11.586394,48.163334,2093,151,1,1410703094,1583856423,0
LTE,262,1,21010,30044930,0,11.540128,48.08421,1000,34,1,1410810011,1487773811,0
LTE,262,1,21010,26512641,0,11.540557,48.086736,1000,26,1,1410810011,1486832721,0
LTE,262,1,21011,30234625,0,11.6459,48.171785,1000,54,1,1410810011,1583144174,0
LTE,262,1,21011,27314432,0,11.661648,48.12615,2084,37,1,1410810010,1569480492,0
LTE,262,1,21011,26504449,0,11.636296,48.133494,5102,99,1,1410810010,1583143723,0
LTE,262,1,21009,26732801,0,11.609307,48.130257,1000,43,1,1410810010,1483698702,0
LTE,262,1,21010,29462784,0,11.511154,48.037857,1000,15,1,1410810010,1485529040,0
LTE,262,1,21010,30225410,0,11.518753,48.046371,1000,5,1,1410810010,1485529040,0
LTE,262,1,21011,27162113,0,11.680022,48.126157,3373,120,1,1410810011,1569480456,0
LTE,262,1,21011,27331072,0,11.650129,48.159227,3786,231,1,1410810011,1583143928,0
LTE,262,1,21011,27176192,0,11.649174,48.162806,1000,53,1,1410810011,1492151220,0
LTE,262,1,21011,30234626,0,11.644872,48.179702,7594,58,1,1410810011,1583144183,0
LTE,262,1,21010,26512640,0,11.546402,48.095322,1000,27,1,1410810011,1486832721,0
LTE,262,1,21009,30390274,0,11.556688,48.141188,2002,69,1,1410810011,1574514573,0
LTE,262,1,21011,27001601,0,11.658443,48.132852,3511,54,1,1410810010,1583152307,0
LTE,262,1,21011,26927361,0,11.650387,48.146914,3408,102,1,1410810011,1583143803,0
LTE,262,1,21011,26927362,0,11.648381,48.151327,3091,76,1,1410810011,1584775006,0
LTE,262,1,21011,27174401,0,11.626969,48.132785,4466,79,1,1410810010,1583143687,0
LTE,262,1,21009,25988608,0,11.621576,48.133176,1000,109,1,1410810010,1486630633,0
LTE,262,1,21010,27157761,0,11.545608,48.100204,1000,49,1,1410810011,1485529035,0
LTE,262,1,21011,27001602,0,11.65747,48.141532,796,142,1,1411311803,1583152298,0
LTE,262,1,21010,26513921,0,11.590457,48.165468,3180,64,1,1411334943,1554136209,0
LTE,262,1,21010,29871105,0,11.601654,48.251564,1564,60,1,1411420448,1491234195,0
LTE,262,1,21009,26514945,0,11.559057,48.129845,1000,2,1,1412523938,1436188750,0
LTE,262,1,21011,27162112,0,11.696554,48.127928,1000,46,1,1412956859,1558100203,0
LTE,262,1,21011,30236162,0,11.705413,48.123944,1803,60,1,1412956859,1552675382,0
