11.5692796,48.14819440000001,103583,5,
11.571243500000001,48.1465535,103559,4,
11.5610362,48.1450868,101519,5,
11.5783495,48.147075,101516,2,
11.5562536,48.144521399999995,103581,5,
11.5589478,48.148115000000004,103580,5,
11.575762000000001,48.144097,101517,2,
11.559935,48.142004,118706,1,
11.559879,48.152228,31347,1,
11.559349333333332,48.14409033333334,84181,3,
11.553334,48.152717,82984,1,
11.558301762000001,48.149678812000005,82395,10,
11.5752496,48.1450526,80598,5,
11.57006924,48.151500725555564,80738,9,
11.56275649375,48.15043159625,81540,8,
11.578233,48.142776,80990,1,
11.561634301111111,48.145112761111115,82241,9,
11.560092,48.142595,80705,1,
11.560524189090911,48.15056428909091,82399,11,
11.565861815714285,48.14402278428571,82394,7,
11.557376,48.15148,80722,4,
11.574017,48.1517764,81990,5,
11.573776,48.14785883333334,82370,6,
11.579933,48.14621,82366,1,
11.55725877,48.14457639,81374,2,
11.572642,48.142607,82595,1,
11.57453925,48.14285125,103544,4,
11.578585,48.15043,103561,2,
11.557365,48.152419,103582,2,
11.560454,48.1439375,103398,2,
11.5740525,48.1509865,103618,4,
11.55387,48.141948,103579,1,
11.561867,48.151791,103621,1,
11.5739022575,48.1487564125,109692,4,
11.555137,48.147759,129207,1,
11.553278,48.14858,135484,1,
11.563037999999999,48.144354,133999,2,
11.572308,48.143125,118707,1,
11.5800345,48.1456665,122496,2,
11.562278319999999,48.14533178666667,118708,3,
11.565540966666667,48.14816416666667,101562,30,
11.5646308,48.150646920000014,101224,25,
11.566991111111113,48.14465016666666,100068,18,
11.577016775,48.15058300874999,100014,8,
11.559116800000002,48.14249220000001,103001,5,
11.555220999999998,48.15339933333333,100056,3,
11.577202,48.142965,81985,1,
11.556773,48.144475,135486,2,
11.57908,48.142281,126741,1,
11.572373,48.142802,82211,1,
11.565323,48.142929,100559,1,
11.5685295,48.1523975,82398,2,
11.570973,48.143053,118710,1,
11.5681075,48.1519165,103349,2,
11.563797,48.14277649,13599,1,
11.567642,48.150604,100025,1,
11.57615662,48.14414978,103800,1,
11.5800695,48.142464,100011,2,
11.55418396,48.14414978,102325,1,
11.5589022,48.144347666666675,103307,15,
11.5754294,48.1469838,101556,5,
11.562431666666669,48.147089,134302,3,
11.55755525,48.14608116666667,101382,12,
11.574557018181816,48.14983827818182,100337,11,
11.556619357142855,48.150112714285726,102309,14,
11.577451455,48.146775745,106401,2,
11.55418396,48.14964294,135974,1,
11.564376067272725,48.15048463090909,101377,11,
11.561246,48.1509384,100024,5,
11.554024333333333,48.143688,103118,3,
11.575439,48.145371,200549,1,
11.570184000000001,48.14771099999999,102074,9,
11.5786195,48.14574375,100175,8,
11.577492,48.143004,133863,1,
11.55585,48.143699,137552,1,
11.568636000000001,48.1488005,100774,2,
11.573245666666665,48.14396966666666,100020,6,
11.559313333333334,48.142741,100001,3,
11.562438666666665,48.147593666666666,135970,3,
11.576592937500001,48.14794856250001,100159,16,
11.554754400000002,48.1466352,102344,5,
11.55769,48.145696,201344,1,
11.558347,48.144889,82180,1,
11.567724333333333,48.14454388888888,100332,9,
11.560037928571429,48.14921314285715,101532,14,
11.562323,48.144047,137548,1,
11.575610166666666,48.14774966666667,100157,6,
11.5769745,48.148027000000006,100344,6,
11.563644,48.145028999999994,200544,2,
11.558293142857142,48.148326714285716,100500,7,
11.577958,48.142754,100021,1,
11.563572,48.151486,13672,1,
11.55855525,48.143584249999996,204735,4,
11.572321,48.142478,134296,1,
11.577313666666667,48.15111733333333,202874,3,
11.573094,48.14286,81968,1,
11.554702,48.144308,101703,1,
11.577689,48.145237,101699,3,
11.569628166666666,48.15171999999999,101655,6,
11.5595605,48.144268,157194,2,
11.555289,48.148377749999995,150798,4,
11.569065333333334,48.14810233333333,101711,3,
11.578178,48.143732,100708,1,
11.565229,48.151641,106406,1,
11.572205,48.143422,106403,1,
11.578962,48.151217,202667,1,
11.562242,48.148094,202886,1,
11.577825,48.150307,29356,1,
11.555385,48.148132,133733,1,
